ID,User,rating,date,review
1,uyenuyenbg93,5 Sao (585),"2022-05-17 12:15 | Phân loại hàng: Đen,M","uyenuyenbg932022-05-17 12:15 | Phân loại hàng: Đen,MHàng như hình áo xinh lắm đã mua mấy lần ở shop đều rất ưng heheeeee 0:06hữu ích?báo cáo"
1,tutrinhquangdai,5 Sao (585),"2021-12-20 13:09 | Phân loại hàng: Đen,L","tutrinhquangdai2021-12-20 13:09 | Phân loại hàng: Đen,Láo thun co giản , mát , tư vấn nhiệt tình nữa , tuyệt lắm mng nên mua nhahữu ích?báo cáo"
1,ryudeeptry,5 Sao (585),"2022-08-14 23:56 | Phân loại hàng: Đen,M","ryudeeptry2022-08-14 23:56 | Phân loại hàng: Đen,Mchat luong san pham tuyet voi, dong goi san pham rat dep, phuc vu tot hữu ích?báo cáo"
1,h*****2,5 Sao (585),"2022-02-21 13:16 | Phân loại hàng: Đen,M","h*****22022-02-21 13:16 | Phân loại hàng: Đen,MÁo đẹp Vải ok Mình cao 1m58 54 cân mặc size m okla nha1báo cáo"
1,phuongminhthanh,5 Sao (585),"2021-11-02 00:28 | Phân loại hàng: Đen,L","phuongminhthanh2021-11-02 00:28 | Phân loại hàng: Đen,LDịch nhưng giao hàng cũng nhanh. Áo khá ổn chỉ tiếc phần cổ hơi to 0:101báo cáo"
1,lananhphung09012008,5 Sao (585),"2021-07-06 17:52 | Phân loại hàng: Đen,M","lananhphung090120082021-07-06 17:52 | Phân loại hàng: Đen,MGói rất kĩ ạ kèm theo sticker cute lắm luôn, vải êm rất đẹp, chữ đính chắc nữa, mn nên mua nha🥰   hữu ích?báo cáo"
1,bunbonbum,5 Sao (585),"2021-11-28 12:16 | Phân loại hàng: Đen,L","bunbonbum2021-11-28 12:16 | Phân loại hàng: Đen,LHàng về khá nhanh khi về hàng do vận chuyện hộp hơi méo mó xíu nhưng vẫn khonongg sao. Mình cảm thấy tay áo cử bên shop có vẻ hơi ngắn chắc do from nó vậy . nói chung hàng ổn so với giá đoa chất lượng oke ... 0:281báo cáo"
1,n*****0,5 Sao (585),"2021-10-22 13:00 | Phân loại hàng: Đen,M","n*****02021-10-22 13:00 | Phân loại hàng: Đen,MÁo khá đẹp phần chỗ in bị hơi lỗiii 1 xíuuuu vải k co dãnn mặc hơi nóngggg đường kim mũi chỉ thì oke 0:07  hữu ích?báo cáo"
1,y*****4,5 Sao (585),"2022-01-13 17:37 | Phân loại hàng: Trắng,L","y*****42022-01-13 17:37 | Phân loại hàng: Trắng,Láo đẹp, hình in rõ đẹp rất là thíchh luôn ạ , đóng gói chất lượng cho shop 10 điểmhữu ích?báo cáo"
1,kimxuuen0000,5 Sao (585),"2021-11-26 09:55 | Phân loại hàng: Đen,M","kimxuuen00002021-11-26 09:55 | Phân loại hàng: Đen,MÁo font lên chuẩn from dáng, đúng size, do dịch nên giao hàng lâu một xíu 0:05 hữu ích?báo cáo"
