User,date,review,rating
p_thiennha_03,"2024-03-19 13:34 | Phân loại hàng: Green trendy,L","Đúng với mô tả: đúngChất liệu: cottonMàu sắc: kem, xanhĐóng gói sản phẩm chắc chắn và giao hàng nhanh chóng, giải quyết vấn đề chưa tới nơi tới chốn",3 Sao (128)
u6q6mmbj3y,"2023-03-21 18:41 | Phân loại hàng: Trắng,M",Màu sắc: trắngĐúng với mô tả: okChất liệu: ko btvải ưng lắm nhaaa xiu đẹp💗💗,3 Sao (128)
loc55612,"2024-02-25 10:39 | Phân loại hàng: Đen,M","Áo vải mát, hình in hơi xấu, giặt mấy bữa chắc bong luôn mấy chữ trên áo á, nếu là thêu thì 10 điểm. Mong nhãn hàng khắc phục lại",3 Sao (128)
iorkdc3zt4,"2023-02-28 20:56 | Phân loại hàng: Kem,L","Chất liệu: cotton48kg, 1m57 mặc size L thì hơi rộng và dài số với tưởng tượng
( Hình ảnh mang tính chất minh họa)",3 Sao (128)
kry3pem4eq,"2023-12-03 21:46 | Phân loại hàng: Kem,L",Chất liệu: okeĐúng với mô tả: ổnMàu sắc: kemÁo đẹp,3 Sao (128)
vuthaonguyen18,"2024-05-02 12:23 | Phân loại hàng: Đen,XL","Chất liệu: vải thunMàu sắc: đenĐúng với mô tả: đúngCứ nghĩ là hình thuê ai ngờ là hình dán dễ bị bong nhưng đc cái vải mặc mát, cổ áo bị 1 vết bẩn",3 Sao (128)
trangtrinh328,"2024-02-19 19:46 | Phân loại hàng: Đen,L","Chất liệu: cottenĐúng với mô tả: đúngMàu sắc: đenMình thấy sp này có vải rất là thơm nhưng chất vải k có đẹp cho lắm,vẫn bị xù,nói chung là tạm ổn đó",3 Sao (128)
_12thuthao,"2023-12-23 14:19 | Phân loại hàng: Đen,L",Chất liệu: thun cottonMàu sắc: đenĐúng với mô tả: đúngform hơi thô to và dài,3 Sao (128)
nguyenanhth100,"2024-02-24 12:13 | Phân loại hàng: Đen,M","Màu sắc: đúngChất liệu: vảiĐúng với mô tả: jaCổ áo giản to
Hình in bị nứt
Kiểu in ko sắc nét
Giặt vài lần chắc bay hình
Áo xinh nhưng hình in với cổ áo thì chưa ổn lắm
Với giá 150 thì chưa xứng đáng",3 Sao (128)
nt0815ne,"2023-11-25 13:04 | Phân loại hàng: Đen,L","Kiểu như là đợt trc chất lượng vải k xù í dù có giặt đến mấy cũng k xù giờ mình mua lại thì vải mỏng hơn và xù nhé , đợt này vải dởm nên cũng thất vọng 🥲",3 Sao (128)
h*****4,"2023-04-30 00:15 | Phân loại hàng: Đen,M","2023-04-30 00:15 | Phân loại hàng: Đen,M",3 Sao (128)
tpl1808,"2023-03-02 19:22 | Phân loại hàng: Trắng,M",áo đẹp vải cũng không dày lắm đâu ạ bthuong thoiii nói chung là ổn ( hình ảnh chỉ mang tính chất nhận xu ),3 Sao (128)
honganh2229,"2024-01-06 13:00 | Phân loại hàng: Kem,M",Chất liệu: vảiMàu sắc: kemĐúng với mô tả: kh giống cho lắmÁo màu ngả vàng nhiều kh giống ảnh tạm dc,3 Sao (128)
dieu0321,"2023-04-09 15:34 | Phân loại hàng: Kem,M",Chất liệu: ổnĐúng với mô tả: ....Màu sắc: beNó không giống như mình mong muốn cho lắm,3 Sao (128)
t*****6,"2023-04-11 22:35 | Phân loại hàng: Green trendy,XL","2023-04-11 22:35 | Phân loại hàng: Green trendy,XL",3 Sao (128)
tieunha556,"2023-02-02 12:34 | Phân loại hàng: Đen,M","Màu sắc: đenĐúng với mô tả: saiáo khác mẫu lắm mn 
trình ảnh thì hình cute nhânn được hàng hình to lắm",3 Sao (128)
chiiquynhh802,"2023-03-28 15:23 | Phân loại hàng: Trắng,XL","Chất liệu: duocĐúng với mô tả: qua to va rongMàu sắc: trangÁo quá rộng 
Hinh anh mang tinh chat nhan xu",3 Sao (128)
t*****4,"2024-06-26 11:55 | Phân loại hàng: Xanh,M","2024-06-26 11:55 | Phân loại hàng: Xanh,M",3 Sao (128)
n*****6,"2024-06-27 20:46 | Phân loại hàng: Kem,M","2024-06-27 20:46 | Phân loại hàng: Kem,M",3 Sao (128)
ofwoplz04p,"2024-04-20 11:31 | Phân loại hàng: Đen,M","Màu sắc: đenChất liệu: bình thườngĐúng với mô tả: cóko quá hài lòng nhưng với giá như vậy là ổn,chất vải vừa vặn,k mỏng quá cx ko giày quá❤️Hình in rất nhanh phai(ảnh trên là hình in khi mua được 1 ngày và chưa giặt)",3 Sao (128)
Người dùng Shopee,"2024-01-15 11:21 | Phân loại hàng: Kem,M","Màu sắc: kemChất liệu: đúngÁo đẹp,hình in rõ nét, tuy nhiên áo mỏng mặt mát nhưng dễ lộ",3 Sao (128)
ngnng876,"2024-05-10 08:03 | Phân loại hàng: Kem,M","Màu sắc: kemChất liệu: vảimàu dìm da quá tr , mặc dù da k ngâm d trắng nhma cũng dìm 🥲🥲",3 Sao (128)
l*****6,"2023-04-09 09:01 | Phân loại hàng: Trắng,L","2023-04-09 09:01 | Phân loại hàng: Trắng,L",3 Sao (128)
d*****0,"2023-02-14 23:28 | Phân loại hàng: Kem,L","2023-02-14 23:28 | Phân loại hàng: Kem,L",3 Sao (128)
nguyencham207,"2023-03-18 13:07 | Phân loại hàng: Đen,L","Màu sắc: okĐúng với mô tả: okChất liệu: okáo đẹp chất vải ok nma hình như áo để trong kho lâu quá nên nó bị mốc với sờn, giao hàng siêu lâu luôn gần tuần mình mới nhận dc",3 Sao (128)
sarahthao678,"2023-04-14 12:29 | Phân loại hàng: Kem,L",Đúng với mô tả: rấc okChất liệu: tốtMàu sắc: be,3 Sao (128)
thuminh261103,"2024-04-30 10:21 | Phân loại hàng: Kem,L","Chất áo nóng 
Đường may ở cổ xấu, mặc cứ bị nhăn rúm
Mong shop cải thiện chất lượng áo",3 Sao (128)
x*****1,"2023-04-17 11:31 | Phân loại hàng: Đen,XL","2023-04-17 11:31 | Phân loại hàng: Đen,XL",3 Sao (128)
_lnh.205_,"2024-04-12 20:52 | Phân loại hàng: Đen,L","Chất xấu và siêu nóng, mình mới giặt 1 lần đã bị xù lông🤨 mua 2hand chất còn đẹp hơn",3 Sao (128)
linhdubai27,"2023-06-01 16:14 | Phân loại hàng: Kem,M","Xinh lắm nhé :)))) chất cũng mát
Nhưng mà hình in cứ bị dính dính hơi khó chịu",3 Sao (128)
v*****_,"2024-04-20 09:47 | Phân loại hàng: Kem,M","2024-04-20 09:47 | Phân loại hàng: Kem,M",3 Sao (128)
ttrang1101,"2024-03-30 09:18 | Phân loại hàng: Kem,M","Màu sắc: ddunsgChất liệu: đúngĐúng với mô tả: tạmChất hơi mỏng thiệt
Hình in sau lưng bị lệch 1 bên",3 Sao (128)
vophuongthao_2403,"2023-07-11 13:48 | Phân loại hàng: Kem,M",Áo đẹp nhưng mà dài quá so với mình. Nên ai chiều cao có hạn thì cân nhắc trước khi mua nha.,3 Sao (128)
t*****4,"2023-03-25 07:59 | Phân loại hàng: Trắng,M","2023-03-25 07:59 | Phân loại hàng: Trắng,M",3 Sao (128)
tuytngn314,"2023-04-15 14:20 | Phân loại hàng: Kem,M",Áo to quá mn ạ mặc dù đã đặt size nhỏ nhất mặc lên nhìn mình lùn vcl vs lại áo có 1 vết bẩn ngay cổ,3 Sao (128)
nguyentra.0310,"2023-03-17 09:29 | Phân loại hàng: Trắng,M","Chất liệu: vải cotton áo khá dài theo cá nhân mình thấy from xấu ,k có gì xuất sắc 160k mình sẽ mua 2hand cho đẹp",3 Sao (128)
h*****3,"2023-02-27 13:08 | Phân loại hàng: Trắng,M","2023-02-27 13:08 | Phân loại hàng: Trắng,M",3 Sao (128)
viettuongvy,"2023-10-15 10:12 | Phân loại hàng: Trắng,M","tiền nào của nấy, áo giặc 1 lần quá nhăn, size cũng to hơn cái shop khác",3 Sao (128)
lthhng848,"2024-05-19 11:20 | Phân loại hàng: Kem,M",Đúng với mô tả: quá rộng,3 Sao (128)
hant7587,"2024-07-19 20:07 | Phân loại hàng: Hồng,L","Áo màu nhạt lắm r kiểu cam cam phấn nữa kh phải hồng nhạt, kích cở hơi rộng nhất là phần tay áo",3 Sao (128)
hin2912,"2023-03-23 13:38 | Phân loại hàng: Trắng,L","Màu sắc: trắngáo mình nhận thấy hơi mỏng, có nhiều bụi vải lắm,",3 Sao (128)
c18goqf3ic,"2024-04-24 12:32 | Phân loại hàng: Kem,M","Đúng với mô tả: áo mặc mỏng , lộ cả áo bên trong",3 Sao (128)
tranthithuyngan01,"2023-10-16 07:50 | Phân loại hàng: Trắng,M",Áo kh có logo bên tay như hình ảnh,3 Sao (128)
k*****9,"2024-02-20 12:26 | Phân loại hàng: Đen,XL","2024-02-20 12:26 | Phân loại hàng: Đen,XL",3 Sao (128)
v*****6,"2024-03-04 15:02 | Phân loại hàng: Kem,M","2024-03-04 15:02 | Phân loại hàng: Kem,M",3 Sao (128)
t*****5,"2024-04-11 19:33 | Phân loại hàng: Kem,L","2024-04-11 19:33 | Phân loại hàng: Kem,L",3 Sao (128)
d*****n,"2024-05-02 20:32 | Phân loại hàng: Đen,M","2024-05-02 20:32 | Phân loại hàng: Đen,M",3 Sao (128)
f3is0kjvjr,"2024-03-18 19:57 | Phân loại hàng: Kem,L","Mình đã mua áo ở nhiều shop tại Việt Nam nhưng đây là shop khiến mình thất vọng nhất 
Mọi người cân nhắc thật kĩ khi mua áo trắng nhé nó mỏng lắm ý 😭😭😭
K biết áo đen thế nào nhưng mình thất vọng shop quá",3 Sao (128)
n*****0,"2024-04-07 01:14 | Phân loại hàng: Kem,M","2024-04-07 01:14 | Phân loại hàng: Kem,M",3 Sao (128)
Người dùng Shopee,"2023-04-07 12:05 | Phân loại hàng: Đen,XL","2023-04-07 12:05 | Phân loại hàng: Đen,XL",3 Sao (128)
uhem3dfps5,"2024-03-03 05:29 | Phân loại hàng: Đen,M",Vải k như mong đợi lắm,3 Sao (128)
hai_nguyen.207,"2024-04-04 19:45 | Phân loại hàng: Đen,XL",Hình in nên ko bền,3 Sao (128)
phuongthuy9907,"2023-04-15 14:40 | Phân loại hàng: Trắng,L",Áo quá rộng vải mỏng,3 Sao (128)
r*****2,"2024-08-06 13:19 | Phân loại hàng: Kem,M","2024-08-06 13:19 | Phân loại hàng: Kem,M",3 Sao (128)
q*****u,"2024-07-31 15:07 | Phân loại hàng: Xanh,M","2024-07-31 15:07 | Phân loại hàng: Xanh,M",3 Sao (128)
4*****d,"2024-05-09 11:26 | Phân loại hàng: Hồng,M","2024-05-09 11:26 | Phân loại hàng: Hồng,M",3 Sao (128)
omgkimchi,"2023-12-20 17:40 | Phân loại hàng: Đen,M",Vải lần này tệ hơn rất nhiều so với những lần khác mình mua ạ,3 Sao (128)
i*****n,"2024-06-11 14:43 | Phân loại hàng: Kem,M","2024-06-11 14:43 | Phân loại hàng: Kem,M",3 Sao (128)
nthavi,"2024-04-10 11:02 | Phân loại hàng: Đen,M",Áo mặc nóng ạ,3 Sao (128)
vey2a7rjf5,"2024-03-28 23:08 | Phân loại hàng: Kem,M",Tạm ổn,3 Sao (128)
ntv005,"2024-03-25 15:45 | Phân loại hàng: Kem,M",Không phai hình thêu,3 Sao (128)
7l5jcimd4p,"2024-03-21 21:23 | Phân loại hàng: Kem,M",Chất mỏng quá,3 Sao (128)
heovy658,"2024-02-01 19:19 | Phân loại hàng: Đen,XL","K đáng mua cho lắm, cũng đc",3 Sao (128)
tiemlencuameoo,"2023-07-12 11:18 | Phân loại hàng: Green trendy,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
vypham590,"2023-11-16 18:44 | Phân loại hàng: Green trendy,L",Áo đc,3 Sao (128)
ckijxvr7sz,"2023-03-04 13:14 | Phân loại hàng: Trắng,XL",Sieuuu tooo,3 Sao (128)
_u_y_e_n_n_n_h_i,"2023-03-26 18:07 | Phân loại hàng: Trắng,M",mỏnggggg 🥲,3 Sao (128)
plinh2601,"2024-06-17 20:58 | Phân loại hàng: Kem,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
sanhsanhvi00000,"2024-07-23 16:23 | Phân loại hàng: Đen,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
7ajz7lb6bf,"2024-07-28 19:11 | Phân loại hàng: Đen,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
trnvnh801,"2024-07-02 22:11 | Phân loại hàng: Hồng,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
c*****9,"2024-04-17 21:16 | Phân loại hàng: Đen,M","2024-04-17 21:16 | Phân loại hàng: Đen,M",3 Sao (128)
c36l3voo15,"2024-04-08 12:17 | Phân loại hàng: Đen,XL",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
9ti9ajrccu,"2024-04-02 11:52 | Phân loại hàng: Kem,XL",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
rubysquyen,"2024-03-26 08:05 | Phân loại hàng: Đen,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
ngoc.hoan701,"2024-03-06 02:19 | Phân loại hàng: Kem,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
minguynthtr421,"2024-03-10 16:26 | Phân loại hàng: Kem,L",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
he3fd15_6u,"2024-03-02 06:40 | Phân loại hàng: Đen,L",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
matjj0ptcy,"2024-02-27 07:17 | Phân loại hàng: Kem,M",phản hồi của Người Bán 8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
t9uedd_9qs,"2024-02-23 16:29 | Phân loại hàng: Đen,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
vtna_aaaa,"2024-02-23 06:28 | Phân loại hàng: Đen,XL",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
bquyn935,"2024-02-21 22:19 | Phân loại hàng: Kem,L",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
ngochoaipham924,"2024-02-17 12:46 | Phân loại hàng: Đen,XL",phản hồi của Người Bán 8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
5e6xa76mn6,"2024-02-06 15:19 | Phân loại hàng: Kem,L",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
trathamoc,"2024-02-05 12:13 | Phân loại hàng: Kem,XL",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
rnjmmo9qpu,"2024-02-04 14:15 | Phân loại hàng: Đen,L",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
trcthanh776,"2024-02-04 14:01 | Phân loại hàng: Đen,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
5908jgz4x8,"2024-02-02 00:29 | Phân loại hàng: Đen,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
nhinhi171005,"2024-01-22 11:55 | Phân loại hàng: Đen,XL",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
habo1978,"2024-01-20 15:41 | Phân loại hàng: Kem,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
ttny206,"2024-01-19 21:32 | Phân loại hàng: Kem,L",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
uyntng916,"2024-01-19 21:45 | Phân loại hàng: Kem,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
minhhanhh2555,"2024-01-13 15:22 | Phân loại hàng: Kem,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
lvt_punk,"2023-12-22 13:53 | Phân loại hàng: Kem,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
ah5vtscxbk,"2023-12-09 14:48 | Phân loại hàng: Kem,L",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
kghjjkjhgg,"2023-01-12 10:16 | Phân loại hàng: Đen,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
oanh599,"2023-05-14 11:53 | Phân loại hàng: Kem,M",hữu ích?báo cáo,3 Sao (128)
vypham590,"2023-11-27 12:47 | Phân loại hàng: Kem,M",phản hồi của Người Bán 8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
giangnguyen2310,"2023-11-27 20:19 | Phân loại hàng: Đen,L",phản hồi của Người Bán 8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
nhatquynh0912,"2023-09-10 14:50 | Phân loại hàng: Đen,L",hữu ích?báo cáo,3 Sao (128)
tranthituongvy1311,"2023-07-11 14:57 | Phân loại hàng: Kem,M",phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.,3 Sao (128)
t*****6,"2023-06-09 10:59 | Phân loại hàng: Kem,L","2023-06-09 10:59 | Phân loại hàng: Kem,L",3 Sao (128)
hatrinhj,"2023-08-20 20:35 | Phân loại hàng: Đen,M",hữu ích?báo cáo,3 Sao (128)
kakashitechnology,"2024-06-14 02:20 | Phân loại hàng: Đen,L","Chất liệu: kém hơn lần trcMàu sắc: tốtĐúng với mô tả: khônglần trước mua một lần quá ưng nên vote 5 sao mà h sau 6 tháng lại mua lại 1 cái y hệt mà quá thất vọng, giờ họ nổi tiếng hơn nên vì khách đã đông nên giảm chất lượng vải mình không bàn tới nhưng cùng size L mà cái mua sau ngắn hơn cái mua trước hơn 7cm (mình đo hẳn hoi) lần trước mặc vừa lần này mặc lộ cả cái mông chán chả buồn mặc cất đáy tủ ,ảnh có thể chụp góc nghiêng không rõ nhưng mình đo là lần này ngắn hơn áo lần trước 7cm mà bảng tư vấn size thì vẫn để y nguyên lần trước, quá thất vọng",2 Sao (32)
wsi_ysutr7,"2023-03-06 18:10 | Phân loại hàng: Kem,M","Chất liệu: mátMàu sắc: nhạt , giống hìnhÁo mình đặt size M mà nhìn như cỡ L,XL. Vừa to vừa dài 
Ko giống áo của shop lắm , về chất liệu và kích cỡ . Mình so với áo khác cx của 8yo size m mà khác với cái này.thất vọng.",2 Sao (32)
z*****0,"2023-06-13 16:17 | Phân loại hàng: Kem,L","2023-06-13 16:17 | Phân loại hàng: Kem,L",2 Sao (32)
maiimai062,"2023-12-24 16:50 | Phân loại hàng: Đen,XL",Màu sắc: đenĐúng với mô tả: đúng như hìnhChất liệu: tốttnói chung là đúng mẫu chất liệu rất tốt,2 Sao (32)
laclac2805,"2023-04-20 10:02 | Phân loại hàng: Kem,L","Màu sắc: màu hơi đậm hơn so với hìnhHàng giao nhanh nhưng khi nhận thì cổ áo có vết bẩn và phần gần tay áo thì có vết nhìn như bị mốc vậy. Vải áo có cảm giác nóng và cứng , không được tốt bằng vải mẫu khác mà mình từng mua. Hơi thất vọng với lần này.",2 Sao (32)
